,Store,StoreType,Date
12694,468,c,2014-12-26
12695,468,c,2015-01-01
12696,468,c,2015-04-03
12697,468,c,2015-04-06
12698,468,c,2015-05-01
12699,468,c,2015-05-14
12700,468,c,2015-05-25
12701,469,c,2013-01-01
12702,469,c,2013-03-29
12703,469,c,2013-04-01
12704,469,c,2013-05-01
12705,469,c,2013-05-09
12706,469,c,2013-05-20
12707,469,c,2013-10-03
12708,469,c,2013-12-25
12709,469,c,2013-12-26
12710,469,c,2014-01-01
12711,469,c,2014-04-18
12712,469,c,2014-04-21
12713,469,c,2014-05-01
12714,469,c,2014-05-29
12715,469,c,2014-06-09
12716,469,c,2014-10-03
12717,469,c,2014-12-25
12718,469,c,2014-12-26
12719,469,c,2015-01-01
12720,469,c,2015-04-03
12721,469,c,2015-04-06
12722,469,c,2015-05-01
12723,469,c,2015-05-14
12724,469,c,2015-05-25
12725,470,a,2013-01-01
12726,470,a,2013-03-29
12727,470,a,2013-04-01
12728,470,a,2013-05-01
12729,470,a,2013-05-09
12730,470,a,2013-05-20
12731,470,a,2013-05-30
12732,470,a,2013-10-03
12733,470,a,2013-11-01
12734,470,a,2013-12-25
12735,470,a,2013-12-26
12736,470,a,2014-01-01
12737,470,a,2014-04-18
12738,470,a,2014-04-21
12739,470,a,2014-05-01
12740,470,a,2014-05-29
12741,470,a,2014-06-09
12742,470,a,2014-06-19
12743,470,a,2014-10-03
12744,470,a,2014-11-01
12745,470,a,2014-12-25
12746,470,a,2014-12-26
12747,470,a,2015-01-01
12748,470,a,2015-04-03
12749,470,a,2015-04-06
12750,470,a,2015-05-01
12751,470,a,2015-05-14
12752,470,a,2015-05-25
12753,470,a,2015-06-04
12754,471,d,2013-01-01
12755,471,d,2013-01-06
12756,471,d,2013-03-29
12757,471,d,2013-04-01
12758,471,d,2013-05-01
12759,471,d,2013-05-09
12760,471,d,2013-05-20
12761,471,d,2013-05-30
12762,471,d,2013-08-15
12763,471,d,2013-10-03
12764,471,d,2013-11-01
12765,471,d,2013-12-25
12766,471,d,2013-12-26
12767,471,d,2014-01-01
12768,471,d,2014-01-06
12769,471,d,2014-04-18
12770,471,d,2014-04-21
12771,471,d,2014-05-01
12772,471,d,2014-05-29
12773,471,d,2014-06-09
12774,471,d,2014-06-19
12775,471,d,2015-01-01
12776,471,d,2015-01-06
12777,471,d,2015-04-03
12778,471,d,2015-04-06
12779,471,d,2015-05-01
12780,471,d,2015-05-14
12781,471,d,2015-05-25
12782,471,d,2015-06-04
12783,471,d,2015-08-15
12784,472,c,2013-01-01
12785,472,c,2013-03-29
12786,472,c,2013-04-01
12787,472,c,2013-05-01
12788,472,c,2013-05-09
12789,472,c,2013-05-20
12790,472,c,2013-10-03
12791,472,c,2013-12-25
12792,472,c,2013-12-26
12793,472,c,2014-01-01
12794,472,c,2014-04-18
12795,472,c,2014-04-21
12796,472,c,2014-05-01
12797,472,c,2014-05-29
12798,472,c,2014-06-09
12799,472,c,2014-10-03
12800,472,c,2014-12-25
12801,472,c,2014-12-26
12802,472,c,2015-01-01
12803,472,c,2015-04-03
12804,472,c,2015-04-06
12805,472,c,2015-05-01
12806,472,c,2015-05-14
12807,472,c,2015-05-25
12808,473,a,2013-01-01
12809,473,a,2013-03-29
12810,473,a,2013-04-01
12811,473,a,2013-05-01
12812,473,a,2013-05-09
12813,473,a,2013-05-20
12814,473,a,2013-05-30
12815,473,a,2013-10-03
12816,473,a,2013-11-01
12817,473,a,2013-12-25
12818,473,a,2013-12-26
12819,473,a,2014-01-01
12820,473,a,2014-04-18
12821,473,a,2014-04-21
12822,473,a,2014-05-01
12823,473,a,2014-05-29
12824,473,a,2014-06-09
12825,473,a,2014-06-19
12826,473,a,2014-10-03
12827,473,a,2014-11-01
12828,473,a,2014-12-25
12829,473,a,2014-12-26
12830,473,a,2015-01-01
12831,473,a,2015-04-03
12832,473,a,2015-04-06
12833,473,a,2015-05-01
12834,473,a,2015-05-14
12835,473,a,2015-05-25
12836,473,a,2015-06-04
12837,474,c,2013-01-01
12838,474,c,2013-03-29
12839,474,c,2013-04-01
12840,474,c,2013-05-01
12841,474,c,2013-05-09
12842,474,c,2013-05-20
12843,474,c,2013-10-03
12844,474,c,2013-10-31
12845,474,c,2013-12-25
12846,474,c,2013-12-26
12847,474,c,2014-01-01
12848,474,c,2014-04-18
12849,474,c,2014-04-21
12850,474,c,2014-05-01
12851,474,c,2014-05-29
12852,474,c,2014-06-09
12853,474,c,2014-10-03
12854,474,c,2014-10-31
12855,474,c,2014-12-25
12856,474,c,2014-12-26
12857,474,c,2015-04-03
12858,474,c,2015-04-06
12859,474,c,2015-05-01
12860,474,c,2015-05-14
12861,474,c,2015-05-25
12862,475,a,2013-01-01
12863,475,a,2013-03-29
12864,475,a,2013-04-01
12865,475,a,2013-05-01
12866,475,a,2013-05-09
12867,475,a,2013-05-20
12868,475,a,2013-05-30
12869,475,a,2013-10-03
12870,475,a,2013-11-01
12871,475,a,2013-12-25
12872,475,a,2013-12-26
12873,475,a,2014-01-01
12874,475,a,2014-04-18
12875,475,a,2014-04-21
12876,475,a,2014-05-01
12877,475,a,2014-05-29
12878,475,a,2014-06-09
12879,475,a,2014-06-19
12880,475,a,2014-10-03
12881,475,a,2014-11-01
12882,475,a,2014-12-25
12883,475,a,2014-12-26
12884,475,a,2015-01-01
12885,475,a,2015-04-03
12886,475,a,2015-04-06
12887,475,a,2015-05-01
12888,475,a,2015-05-14
12889,475,a,2015-05-25
12890,475,a,2015-06-04
12891,476,d,2013-01-01
12892,476,d,2013-03-29
12893,476,d,2013-04-01
12894,476,d,2013-05-01
12895,476,d,2013-05-09
12896,476,d,2013-05-20
12897,476,d,2013-10-03
12898,476,d,2013-10-31
12899,476,d,2013-11-20
12900,476,d,2013-12-25
12901,476,d,2013-12-26
12902,476,d,2014-01-01
12903,476,d,2014-04-18
12904,476,d,2014-04-21
12905,476,d,2014-05-01
12906,476,d,2014-05-29
12907,476,d,2014-06-09
12908,476,d,2014-10-03
12909,476,d,2014-10-31
12910,476,d,2014-11-19
12911,476,d,2014-12-25
12912,476,d,2014-12-26
12913,476,d,2015-01-01
12914,476,d,2015-04-03
12915,476,d,2015-04-06
12916,476,d,2015-05-01
12917,476,d,2015-05-14
12918,476,d,2015-05-25
12919,477,d,2013-01-01
12920,477,d,2013-01-06
12921,477,d,2013-03-29
12922,477,d,2013-04-01
12923,477,d,2013-05-01
12924,477,d,2013-05-09
12925,477,d,2013-05-20
12926,477,d,2013-05-30
12927,477,d,2013-08-15
12928,477,d,2013-10-03
12929,477,d,2013-11-01
12930,477,d,2013-12-25
12931,477,d,2013-12-26
12932,477,d,2014-01-01
12933,477,d,2014-01-06
12934,477,d,2014-04-18
12935,477,d,2014-04-21
12936,477,d,2014-05-01
12937,477,d,2014-05-29
12938,477,d,2014-06-09
12939,477,d,2014-06-19
12940,477,d,2015-01-01
12941,477,d,2015-01-06
12942,477,d,2015-04-03
12943,477,d,2015-04-06
12944,477,d,2015-05-01
12945,477,d,2015-05-14
12946,477,d,2015-05-25
12947,477,d,2015-06-04
12948,477,d,2015-08-15
12949,478,d,2013-01-01
12950,478,d,2013-03-29
12951,478,d,2013-04-01
12952,478,d,2013-05-01
12953,478,d,2013-05-09
12954,478,d,2013-05-20
12955,478,d,2013-10-03
12956,478,d,2013-12-25
12957,478,d,2013-12-26
12958,478,d,2014-01-01
12959,478,d,2014-04-18
12960,478,d,2014-04-21
12961,478,d,2014-05-01
12962,478,d,2014-05-29
12963,478,d,2014-06-09
12964,478,d,2014-10-03
12965,478,d,2014-12-25
12966,478,d,2014-12-26
12967,478,d,2015-01-01
12968,478,d,2015-04-03
12969,478,d,2015-04-06
12970,478,d,2015-05-01
12971,478,d,2015-05-14
12972,478,d,2015-05-25
12973,479,a,2013-01-01
12974,479,a,2013-01-06
12975,479,a,2013-03-29
12976,479,a,2013-04-01
12977,479,a,2013-05-01
12978,479,a,2013-05-09
12979,479,a,2013-05-20
12980,479,a,2013-10-03
12981,479,a,2013-12-25
12982,479,a,2013-12-26
12983,479,a,2014-01-01
12984,479,a,2014-01-06
12985,479,a,2014-04-18
12986,479,a,2014-04-21
12987,479,a,2014-05-01
12988,479,a,2014-05-29
12989,479,a,2014-06-09
12990,479,a,2014-10-03
12991,479,a,2014-12-25
12992,479,a,2014-12-26
12993,479,a,2015-01-01
12994,479,a,2015-01-06
12995,479,a,2015-04-03
12996,479,a,2015-04-06
12997,479,a,2015-05-01
12998,479,a,2015-05-14
12999,479,a,2015-05-25
13000,480,a,2013-01-01
13001,480,a,2013-03-29
13002,480,a,2013-04-01
13003,480,a,2013-05-01
13004,480,a,2013-05-09
13005,480,a,2013-05-20
13006,480,a,2013-10-03
13007,480,a,2013-12-25
13008,480,a,2013-12-26
13009,480,a,2014-01-01
13010,480,a,2014-04-18
13011,480,a,2014-04-21
13012,480,a,2014-05-01
13013,480,a,2014-05-29
13014,480,a,2014-06-09
13015,480,a,2014-10-03
13016,480,a,2014-12-25
13017,480,a,2014-12-26
13018,480,a,2015-01-01
13019,480,a,2015-04-03
13020,480,a,2015-04-06
13021,480,a,2015-05-01
13022,480,a,2015-05-14
13023,480,a,2015-05-25
13024,481,c,2013-01-01
13025,481,c,2013-03-29
13026,481,c,2013-04-01
13027,481,c,2013-05-01
13028,481,c,2013-05-09
13029,481,c,2013-05-20
13030,481,c,2013-05-30
13031,481,c,2013-10-03
13032,481,c,2013-12-25
13033,481,c,2013-12-26
13034,481,c,2014-01-01
13035,481,c,2014-04-18
13036,481,c,2014-04-21
13037,481,c,2014-05-01
13038,481,c,2014-05-29
13039,481,c,2014-06-09
13040,481,c,2014-06-19
13041,481,c,2014-10-03
13042,481,c,2014-12-25
13043,481,c,2014-12-26
13044,481,c,2015-01-01
13045,481,c,2015-04-03
13046,481,c,2015-04-06
13047,481,c,2015-05-01
13048,481,c,2015-05-14
13049,481,c,2015-05-25
13050,481,c,2015-06-04
13051,482,c,2013-01-01
13052,482,c,2013-01-06
13053,482,c,2013-03-29
13054,482,c,2013-04-01
13055,482,c,2013-05-01
13056,482,c,2013-05-09
13057,482,c,2013-05-20
13058,482,c,2013-10-03
13059,482,c,2013-12-25
13060,482,c,2013-12-26
13061,482,c,2014-01-01
13062,482,c,2014-01-06
13063,482,c,2014-04-18
13064,482,c,2014-04-21
13065,482,c,2014-05-01
13066,482,c,2014-05-29
13067,482,c,2014-06-09
13068,482,c,2014-10-03
13069,482,c,2014-12-25
13070,482,c,2014-12-26
13071,482,c,2015-01-01
13072,482,c,2015-01-06
13073,482,c,2015-04-03
13074,482,c,2015-04-06
13075,482,c,2015-05-01
13076,482,c,2015-05-14
13077,482,c,2015-05-25
13078,483,a,2013-01-01
13079,483,a,2013-01-06
13080,483,a,2013-03-29
13081,483,a,2013-04-01
13082,483,a,2013-05-01
13083,483,a,2013-05-09
13084,483,a,2013-05-20
13085,483,a,2013-10-03
13086,483,a,2013-10-31
13087,483,a,2013-12-25
13088,483,a,2013-12-26
13089,483,a,2014-01-01
13090,483,a,2014-01-06
13091,483,a,2014-04-18
13092,483,a,2014-04-21
13093,483,a,2014-05-01
13094,483,a,2014-05-29
13095,483,a,2014-06-09
13096,483,a,2014-10-03
13097,483,a,2014-10-31
13098,483,a,2014-12-25
13099,483,a,2014-12-26
13100,483,a,2015-01-01
13101,483,a,2015-01-06
13102,483,a,2015-04-03
13103,483,a,2015-04-06
13104,483,a,2015-05-01
13105,483,a,2015-05-14
13106,483,a,2015-05-25
13107,484,a,2013-01-01
13108,484,a,2013-03-29
13109,484,a,2013-04-01
13110,484,a,2013-05-01
13111,484,a,2013-05-09
13112,484,a,2013-05-20
13113,484,a,2013-10-03
13114,484,a,2013-12-25
13115,484,a,2013-12-26
13116,484,a,2014-01-01
13117,484,a,2014-04-18
13118,484,a,2014-04-21
13119,484,a,2014-05-01
13120,484,a,2014-05-29
13121,484,a,2014-06-09
13122,484,a,2014-10-03
13123,484,a,2014-12-25
13124,484,a,2014-12-26
13125,484,a,2015-01-01
13126,484,a,2015-04-03
13127,484,a,2015-04-06
13128,484,a,2015-05-01
13129,484,a,2015-05-14
13130,484,a,2015-05-25
13131,485,d,2013-01-01
13132,485,d,2013-01-06
13133,485,d,2013-03-29
13134,485,d,2013-04-01
13135,485,d,2013-05-01
13136,485,d,2013-05-09
13137,485,d,2013-05-20
13138,485,d,2013-05-30
13139,485,d,2013-08-15
13140,485,d,2013-10-03
13141,485,d,2013-11-01
13142,485,d,2013-12-25
13143,485,d,2013-12-26
13144,485,d,2014-01-01
13145,485,d,2014-01-06
13146,485,d,2014-04-18
13147,485,d,2014-04-21
13148,485,d,2014-05-01
13149,485,d,2014-05-29
13150,485,d,2014-06-09
13151,485,d,2014-06-19
13152,485,d,2015-01-01
13153,485,d,2015-01-06
13154,485,d,2015-04-03
13155,485,d,2015-04-06
13156,485,d,2015-05-01
13157,485,d,2015-05-14
13158,485,d,2015-05-25
13159,485,d,2015-06-04
13160,485,d,2015-08-15
13161,486,a,2013-01-01
13162,486,a,2013-03-29
13163,486,a,2013-04-01
13164,486,a,2013-05-01
13165,486,a,2013-05-09
13166,486,a,2013-05-20
13167,486,a,2013-05-30
13168,486,a,2013-10-03
13169,486,a,2013-11-01
13170,486,a,2013-12-25
13171,486,a,2013-12-26
13172,486,a,2014-01-01
13173,486,a,2014-04-18
13174,486,a,2014-04-21
13175,486,a,2014-05-01
13176,486,a,2014-05-29
13177,486,a,2014-06-09
13178,486,a,2014-06-19
13179,486,a,2014-10-03
13180,486,a,2014-11-01
13181,486,a,2014-12-25
13182,486,a,2014-12-26
13183,486,a,2015-01-01
13184,486,a,2015-04-03
13185,486,a,2015-04-06
13186,486,a,2015-05-01
13187,486,a,2015-05-14
13188,486,a,2015-05-25
13189,486,a,2015-06-04
13190,487,d,2013-01-01
13191,487,d,2013-03-29
13192,487,d,2013-04-01
13193,487,d,2013-05-01
13194,487,d,2013-05-09
13195,487,d,2013-05-20
13196,487,d,2013-10-03
13197,487,d,2013-12-25
13198,487,d,2013-12-26
13199,487,d,2014-01-01
13200,487,d,2014-04-18
13201,487,d,2014-04-21
13202,487,d,2014-05-01
13203,487,d,2014-05-29
13204,487,d,2014-06-09
13205,487,d,2014-10-03
13206,487,d,2014-12-25
13207,487,d,2014-12-26
13208,487,d,2015-01-01
13209,487,d,2015-04-03
13210,487,d,2015-04-06
13211,487,d,2015-05-01
13212,487,d,2015-05-14
13213,487,d,2015-05-25
13214,488,a,2013-01-01
13215,488,a,2013-03-29
13216,488,a,2013-04-01
13217,488,a,2013-05-01
13218,488,a,2013-05-09
13219,488,a,2013-05-20
13220,488,a,2013-10-03
13221,488,a,2013-12-25
13222,488,a,2013-12-26
13223,488,a,2014-01-01
13224,488,a,2014-04-18
13225,488,a,2014-04-21
13226,488,a,2014-05-01
13227,488,a,2014-05-29
13228,488,a,2014-06-09
13229,488,a,2014-10-03
13230,488,a,2014-12-25
13231,488,a,2014-12-26
13232,488,a,2015-01-01
13233,488,a,2015-04-03
13234,488,a,2015-04-06
13235,488,a,2015-05-01
13236,488,a,2015-05-14
13237,488,a,2015-05-25
13238,489,a,2013-01-01
13239,489,a,2013-01-06
13240,489,a,2013-03-29
13241,489,a,2013-04-01
13242,489,a,2013-05-01
13243,489,a,2013-05-09
13244,489,a,2013-05-20
13245,489,a,2013-10-03
13246,489,a,2013-10-31
13247,489,a,2013-12-25
13248,489,a,2013-12-26
13249,489,a,2014-01-01
13250,489,a,2014-01-06
13251,489,a,2014-04-18
13252,489,a,2014-04-21
13253,489,a,2014-05-01
13254,489,a,2014-05-29
13255,489,a,2014-06-09
13256,489,a,2014-10-03
13257,489,a,2014-10-31
13258,489,a,2014-12-25
13259,489,a,2014-12-26
13260,489,a,2015-01-01
13261,489,a,2015-01-06
13262,489,a,2015-04-03
13263,489,a,2015-04-06
13264,489,a,2015-05-01
13265,489,a,2015-05-14
13266,489,a,2015-05-25
13267,490,a,2013-01-01
13268,490,a,2013-01-06
13269,490,a,2013-03-29
13270,490,a,2013-04-01
13271,490,a,2013-05-01
13272,490,a,2013-05-09
13273,490,a,2013-05-20
13274,490,a,2013-05-30
13275,490,a,2013-08-15
13276,490,a,2013-10-03
13277,490,a,2013-11-01
13278,490,a,2013-12-25
13279,490,a,2013-12-26
13280,490,a,2014-01-01
13281,490,a,2014-01-06
13282,490,a,2014-04-18
13283,490,a,2014-04-21
13284,490,a,2014-05-01
13285,490,a,2014-05-29
13286,490,a,2014-06-09
13287,490,a,2014-06-19
13288,490,a,2015-01-01
13289,490,a,2015-01-06
13290,490,a,2015-04-03
13291,490,a,2015-04-06
13292,490,a,2015-05-01
13293,490,a,2015-05-14
13294,490,a,2015-05-25
13295,490,a,2015-06-04
13296,490,a,2015-08-15
13297,491,d,2013-01-01
13298,491,d,2013-01-06
13299,491,d,2013-03-29
13300,491,d,2013-04-01
13301,491,d,2013-05-01
13302,491,d,2013-05-09
13303,491,d,2013-05-20
13304,491,d,2013-05-30
13305,491,d,2013-10-03
13306,491,d,2013-11-01
13307,491,d,2013-12-25
13308,491,d,2013-12-26
13309,491,d,2014-01-01
13310,491,d,2014-01-06
13311,491,d,2014-04-18
13312,491,d,2014-04-21
13313,491,d,2014-05-01
13314,491,d,2014-05-29
13315,491,d,2014-06-09
13316,491,d,2014-06-19
13317,491,d,2014-10-03
13318,491,d,2014-11-01
13319,491,d,2014-12-25
13320,491,d,2014-12-26
13321,491,d,2015-01-01
13322,491,d,2015-01-06
13323,491,d,2015-04-03
13324,491,d,2015-04-06
13325,491,d,2015-05-01
13326,491,d,2015-05-14
13327,491,d,2015-05-25
13328,491,d,2015-06-04
13329,492,a,2013-01-01
13330,492,a,2013-01-06
13331,492,a,2013-03-29
13332,492,a,2013-04-01
13333,492,a,2013-05-01
13334,492,a,2013-05-09
13335,492,a,2013-05-20
13336,492,a,2013-05-30
13337,492,a,2013-10-03
13338,492,a,2013-11-01
13339,492,a,2013-12-25
13340,492,a,2013-12-26
13341,492,a,2014-01-01
13342,492,a,2014-01-06
13343,492,a,2014-04-18
13344,492,a,2014-04-21
13345,492,a,2014-05-01
13346,492,a,2014-05-29
13347,492,a,2014-06-09
13348,492,a,2014-06-19
13349,492,a,2015-01-01
13350,492,a,2015-01-06
13351,492,a,2015-04-03
13352,492,a,2015-04-06
13353,492,a,2015-05-01
13354,492,a,2015-05-14
13355,492,a,2015-05-25
13356,492,a,2015-06-04
13357,493,d,2013-01-01
13358,493,d,2013-03-29
13359,493,d,2013-04-01
13360,493,d,2013-05-01
13361,493,d,2013-05-09
13362,493,d,2013-05-20
13363,493,d,2013-05-30
13364,493,d,2013-10-03
13365,493,d,2013-11-01
13366,493,d,2013-12-25
13367,493,d,2013-12-26
13368,493,d,2014-01-01
13369,493,d,2014-04-18
13370,493,d,2014-04-21
13371,493,d,2014-05-01
13372,493,d,2014-05-29
13373,493,d,2014-06-09
13374,493,d,2014-06-19
13375,493,d,2014-10-03
13376,493,d,2014-11-01
13377,493,d,2014-12-25
13378,493,d,2014-12-26
13379,493,d,2015-01-01
13380,493,d,2015-04-03
13381,493,d,2015-04-06
13382,493,d,2015-05-01
13383,493,d,2015-05-14
13384,493,d,2015-05-25
13385,493,d,2015-06-04
13386,495,d,2013-01-01
13387,495,d,2013-01-06
13388,495,d,2013-03-29
13389,495,d,2013-04-01
13390,495,d,2013-05-01
13391,495,d,2013-05-09
13392,495,d,2013-05-20
13393,495,d,2013-05-30
13394,495,d,2013-10-03
13395,495,d,2013-11-01
13396,495,d,2013-12-25
13397,495,d,2013-12-26
13398,495,d,2014-01-01
13399,495,d,2014-01-06
13400,495,d,2014-04-18
13401,495,d,2014-04-21
13402,495,d,2014-05-01
13403,495,d,2014-05-29
13404,495,d,2014-06-09
13405,495,d,2014-06-19
13406,495,d,2014-10-03
13407,495,d,2014-11-01
13408,495,d,2014-12-25
13409,495,d,2014-12-26
13410,495,d,2015-01-01
13411,495,d,2015-01-06
13412,495,d,2015-04-03
13413,495,d,2015-04-06
13414,495,d,2015-05-01
13415,495,d,2015-05-14
13416,495,d,2015-05-25
13417,495,d,2015-06-04
13418,496,d,2013-01-01
13419,496,d,2013-03-29
13420,496,d,2013-04-01
13421,496,d,2013-05-01
13422,496,d,2013-05-09
13423,496,d,2013-05-20
13424,496,d,2013-10-03
13425,496,d,2013-12-25
13426,496,d,2013-12-26
13427,496,d,2014-01-01
13428,496,d,2014-04-18
13429,496,d,2014-04-21
13430,496,d,2014-05-01
13431,496,d,2014-05-29
13432,496,d,2014-06-09
13433,496,d,2014-10-03
13434,496,d,2014-12-25
13435,496,d,2014-12-26
13436,496,d,2015-01-01
13437,496,d,2015-04-03
13438,496,d,2015-04-06
13439,496,d,2015-05-01
13440,496,d,2015-05-14
13441,496,d,2015-05-25
13442,497,a,2013-01-01
13443,497,a,2013-03-29
13444,497,a,2013-04-01
13445,497,a,2013-05-01
13446,497,a,2013-05-09
13447,497,a,2013-05-20
13448,497,a,2013-05-30
13449,497,a,2013-10-03
13450,497,a,2013-12-25
13451,497,a,2013-12-26
13452,497,a,2014-01-01
13453,497,a,2014-04-18
13454,497,a,2014-04-21
13455,497,a,2014-05-01
13456,497,a,2014-05-29
13457,497,a,2014-06-09
13458,497,a,2014-06-19
13459,497,a,2014-10-03
13460,497,a,2014-12-25
13461,497,a,2014-12-26
13462,497,a,2015-01-01
13463,497,a,2015-04-03
13464,497,a,2015-04-06
13465,497,a,2015-05-01
13466,497,a,2015-05-14
13467,497,a,2015-05-25
13468,497,a,2015-06-04
13469,498,a,2013-01-01
13470,498,a,2013-01-06
13471,498,a,2013-03-29
13472,498,a,2013-04-01
13473,498,a,2013-05-01
13474,498,a,2013-05-09
13475,498,a,2013-05-20
13476,498,a,2013-05-30
13477,498,a,2013-08-15
13478,498,a,2013-10-03
13479,498,a,2013-11-01
13480,498,a,2013-12-25
13481,498,a,2013-12-26
13482,498,a,2014-01-01
13483,498,a,2014-01-06
13484,498,a,2014-04-18
13485,498,a,2014-04-21
13486,498,a,2014-05-01
13487,498,a,2014-05-29
13488,498,a,2014-06-09
13489,498,a,2014-06-19
13490,498,a,2015-01-01
13491,498,a,2015-01-06
13492,498,a,2015-04-03
13493,498,a,2015-04-06
13494,498,a,2015-05-01
13495,498,a,2015-05-14
13496,498,a,2015-05-25
13497,498,a,2015-06-04
13498,498,a,2015-08-15
13499,499,c,2013-01-01
13500,499,c,2013-01-06
13501,499,c,2013-03-29
13502,499,c,2013-04-01
13503,499,c,2013-05-01
13504,499,c,2013-05-09
13505,499,c,2013-05-20
13506,499,c,2013-05-30
13507,499,c,2013-10-03
13508,499,c,2013-11-01
13509,499,c,2013-12-25
13510,499,c,2013-12-26
13511,499,c,2014-01-01
13512,499,c,2014-01-06
13513,499,c,2014-04-18
13514,499,c,2014-04-21
13515,499,c,2014-05-01
13516,499,c,2014-05-29
13517,499,c,2014-06-09
13518,499,c,2014-06-19
13519,499,c,2014-10-03
13520,499,c,2014-11-01
13521,499,c,2014-12-25
13522,499,c,2014-12-26
13523,499,c,2015-01-01
13524,499,c,2015-01-06
13525,499,c,2015-04-03
13526,499,c,2015-04-06
13527,499,c,2015-05-01
13528,499,c,2015-05-14
13529,499,c,2015-05-25
13530,499,c,2015-06-04
13531,500,d,2013-01-01
13532,500,d,2013-01-06
13533,500,d,2013-03-29
13534,500,d,2013-04-01
13535,500,d,2013-05-01
13536,500,d,2013-05-09
13537,500,d,2013-05-20
13538,500,d,2013-05-30
13539,500,d,2013-08-15
13540,500,d,2013-10-03
13541,500,d,2013-11-01
13542,500,d,2013-12-25
13543,500,d,2013-12-26
13544,500,d,2014-01-01
13545,500,d,2014-01-06
13546,500,d,2014-04-18
13547,500,d,2014-04-21
13548,500,d,2014-05-01
13549,500,d,2014-05-29
13550,500,d,2014-06-09
13551,500,d,2014-06-19
13552,500,d,2015-01-01
13553,500,d,2015-01-06
13554,500,d,2015-04-03
13555,500,d,2015-04-06
13556,500,d,2015-05-01
13557,500,d,2015-05-14
13558,500,d,2015-05-25
13559,500,d,2015-06-04
13560,500,d,2015-08-15
13561,501,a,2013-01-01
13562,501,a,2013-01-06
13563,501,a,2013-03-29
13564,501,a,2013-04-01
13565,501,a,2013-05-01
13566,501,a,2013-05-09
13567,501,a,2013-05-20
13568,501,a,2013-05-30
13569,501,a,2013-08-15
13570,501,a,2013-10-03
13571,501,a,2013-11-01
13572,501,a,2013-12-25
13573,501,a,2013-12-26
13574,501,a,2014-01-01
13575,501,a,2014-01-06
13576,501,a,2014-04-18
13577,501,a,2014-04-21
13578,501,a,2014-05-01
13579,501,a,2014-05-29
13580,501,a,2014-06-09
13581,501,a,2014-06-19
13582,501,a,2015-01-01
13583,501,a,2015-01-06
13584,501,a,2015-04-03
13585,501,a,2015-04-06
13586,501,a,2015-05-01
13587,501,a,2015-05-14
13588,501,a,2015-05-25
13589,501,a,2015-06-04
13590,501,a,2015-08-15
13591,502,a,2013-01-01
13592,502,a,2013-03-29
13593,502,a,2013-04-01
13594,502,a,2013-05-01
13595,502,a,2013-05-09
13596,502,a,2013-05-20
13597,502,a,2013-05-30
13598,502,a,2013-10-03
13599,502,a,2013-12-25
13600,502,a,2013-12-26
13601,502,a,2014-01-01
13602,502,a,2014-04-18
13603,502,a,2014-04-21
13604,502,a,2014-05-01
13605,502,a,2014-05-29
13606,502,a,2014-06-09
13607,502,a,2014-06-19
13608,502,a,2014-10-03
13609,502,a,2014-12-25
13610,502,a,2014-12-26
13611,502,a,2015-01-01
13612,502,a,2015-04-03
13613,502,a,2015-04-06
13614,502,a,2015-05-01
13615,502,a,2015-05-14
13616,502,a,2015-05-25
13617,502,a,2015-06-04
13618,503,d,2013-01-01
13619,503,d,2013-01-06
13620,503,d,2013-03-29
13621,503,d,2013-04-01
13622,503,d,2013-05-01
13623,503,d,2013-05-09
13624,503,d,2013-05-20
13625,503,d,2013-10-03
13626,503,d,2013-10-31
13627,503,d,2013-12-25
13628,503,d,2013-12-26
13629,503,d,2014-01-01
13630,503,d,2014-01-06
13631,503,d,2014-04-18
13632,503,d,2014-04-21
13633,503,d,2014-05-01
13634,503,d,2014-05-29
13635,503,d,2014-06-09
13636,503,d,2014-10-03
13637,503,d,2014-10-31
13638,503,d,2014-12-25
13639,503,d,2014-12-26
13640,503,d,2015-01-01
13641,503,d,2015-01-06
13642,503,d,2015-04-03
13643,503,d,2015-04-06
13644,503,d,2015-05-01
13645,503,d,2015-05-14
13646,503,d,2015-05-25
13647,504,c,2013-01-01
13648,504,c,2013-03-29
13649,504,c,2013-04-01
13650,504,c,2013-05-01
13651,504,c,2013-05-09
13652,504,c,2013-05-20
13653,504,c,2013-10-03
13654,504,c,2013-12-25
13655,504,c,2013-12-26
13656,504,c,2014-01-01
13657,504,c,2014-04-18
13658,504,c,2014-04-21
13659,504,c,2014-05-01
13660,504,c,2014-05-29
13661,504,c,2014-06-09
13662,504,c,2014-10-03
13663,504,c,2014-12-25
13664,504,c,2014-12-26
13665,504,c,2015-01-01
13666,504,c,2015-04-03
13667,504,c,2015-04-06
13668,504,c,2015-05-01
13669,504,c,2015-05-14
13670,504,c,2015-05-25
13671,505,a,2013-01-01
13672,505,a,2013-01-06
13673,505,a,2013-03-29
13674,505,a,2013-04-01
13675,505,a,2013-05-01
13676,505,a,2013-05-09
13677,505,a,2013-05-20
13678,505,a,2013-05-30
13679,505,a,2013-10-03
13680,505,a,2013-11-01
13681,505,a,2013-12-25
13682,505,a,2013-12-26
13683,505,a,2014-01-01
13684,505,a,2014-01-06
13685,505,a,2014-04-18
13686,505,a,2014-04-21
13687,505,a,2014-05-01
13688,505,a,2014-05-29
13689,505,a,2014-06-09
13690,505,a,2014-06-19
13691,505,a,2014-10-03
13692,505,a,2014-11-01
